,Prostate_03-138A_prednisone,Prostate_03-135C_none,Prostate_03-158F_none,Prostate_03-155C_low-fat_diet,Prostate_03-143C_none,Prostate_03-060A_none,Prostate_03-066C_none_GL3,Prostate_03-066C_none_GL4,Prostate_03-159_none,Prostate_03-021F_selenium,Prostate_02-003E_none,Prostate_03-207C_fish_oil,Prostate_04-023C_none,Prostate_03-115E_none_GL4,Prostate_03-068D_no_neoadjuvant_GL5,Prostate_03-068D_no_neoadjuvant_GL3,Prostate_03-141C_none,Prostate_02-053C_none,Prostate_04-030A_none,Prostate_03-093D_none,Prostate_03-089D_selenium,Prostate_03-184C_none,Prostate_03-152A_Vit_E,Prostate_03-029B_none,Prostate_03-015F_no_neoadjuvant,Prostate_03-119D_none,Prostate_03-140B_fish_oil,Prostate_03-115E_none_GL5,Prostate_03-116C_none,Prostate_03-063A_none,Prostate_03-055H_Vit_E
G89732_0_0,0.47499999,0.056,-1.18799996,-0.15700001,0.13600001,0.35600001,0.83899999,1.21000004,0.132,0.54299998,0.33899999,-0.039,-0.215,0.26699999,-0.92299998,0.50599998,-0.25,1.14900005,-0.491,-0.68000001,0.091,0.287,-0.56999999,0.396,-0.19,0.31900001,-0.107,-0.63700002,-0.119,-0.47099999,-0.248
G89734_BC053871_MEF2A,-0.57800001,0.091,-1.324,-0.91299999,-0.70599997,-0.12899999,-0.154,0.361,0.186,0.097,0.278,0.47600001,0.26199999,-0.79299998,-0.80699998,-0.008,0.178,0.23899999,-0.366,-0.045,0.21600001,0.37799999,-1.19799995,-0.51300001,-1.222,-0.066,-0.227,-0.072,0.051,-1.48300004,0.125
G89735_BM841604_ATAD2,-0.449,-0.57700002,1.70099998,0.93000001,0.47600001,0.244,0.067,0.44400001,0.75800002,0.061,0.15700001,0.96499997,-0.131,0.252,0.59899998,-0.51599997,2.20000005,0.62400001,0.509,-0.421,0.079,0.308,1.00600004,0.091,0.12,0.12,1.33099997,0.167,0.33700001,-0.197,1.09000003
G89736_CR620771_AGXT,0.18000001,0.002,0.077,-0.18700001,0.002,0.07,-0.067,0.065,0.46399999,0.211,0.028,0.67199999,-0.59399998,-0.015,0.57599998,0.23199999,0.138,0.55599999,0.046,-0.27700001,0.44999999,-0.131,0.50599998,-0.13699999,0.155,0.127,0.29100001,0.20100001,0.229,0.073,0.77499998
G89737_CR985332_RPS15,0.096,0.898,0.223,0.18099999,-0.06,-0.178,-0.796,-0.23899999,1.92200005,0.48100001,-1.36199999,0.57200003,-0.61900002,1.11500001,-0.87900001,0.53100002,0.81900001,0.97799999,0.56599998,-0.285,0.012,-0.84899998,0.14399999,0.74800003,0.53200001,0.398,0.21600001,0.89300001,0.96899998,1.66400003,0.80400002
G89738_NM_199170_TMEPAI,-0.368,0.428,-0.022,0.028,0.082,0.264,-0.579,-0.52100003,-0.17,-0.34200001,1.14300001,-1.24600005,0.235,2.11899996,-0.77999997,-1.12899995,-1.88999999,-0.289,-0.52600002,-1.14300001,1.43400002,-0.227,0.68300003,-0.077,0.222,0.565,-2.43700004,0.184,-0.182,-0.338,1.56400001
G89739_CR601176_EFHD1,0.123,-0.89399999,0.23,-0.46599999,1.14600003,-0.117,0.52499998,-0.125,-1.11399996,-0.21600001,-0.20299999,-1.16499996,-1.54700005,0.222,-1.29100001,-0.75199997,-1.88399994,-1.88100004,0.461,-0.98500001,0.41999999,0.58499998,-0.16500001,-0.249,0.056,-0.241,0.74000001,-0.021,-1.10899997,-1.722,-0.33399999
G89740_CA429229_MTMR4,0.32600001,-0.51300001,0.70499998,0.118,0.214,-0.007,0.226,0.15000001,-0.64600003,-0.329,0.45199999,0.32600001,0.088,0.308,0.366,-0.47,0.44999999,-0.257,0.26899999,0.164,0.016,0.34599999,-0.34,-0.066,-0.208,-0.102,0.72399998,-0.23100001,0.145,0.30899999,-0.006
G89741_AW629156_ATF5,0.192,0.154,0.031,-0.53500003,0.45899999,0.2,-0.31799999,-0.069,0.44400001,0.09,-1.16999996,0.008,-0.85500002,0.063,0.73699999,-0.043,0.073,0.079,0.22400001,-0.28999999,0.041,0.38299999,0.059,0.14300001,-0.23999999,-0.092,0.25799999,0.25600001,0.23899999,0.25,-0.28400001
G89742_CR601359_0,0.099,0.091,-2.44700003,-0.81800002,-0.875,-0.087,0.033,0.58200002,-0.60900003,-1.32200003,-5.84100008,-0.296,-0.57300001,-0.52399999,-0.119,-0.31900001,-0.61699998,-0.46799999,0.09,-0.13699999,-0.103,-0.58399999,-0.73500001,0.52999997,-0.39700001,0.032,0.139,-1.23899996,0.74400002,1.00300002,-1.23199999
G89743_NM_000384_APOB,-0.001,-0.237,1.22000003,-0.169,0.95700002,0.05,0.31200001,0.75800002,-0.60000002,0.023,-0.243,-0.47499999,-0.479,-0.13,0.389,-0.45699999,0.037,0.27000001,0.27000001,-0.111,-0.398,0.46700001,-0.667,0.073,0.169,-0.28200001,0.79699999,-0.189,0.56999999,0.565,-0.058
G89744_AA706321_COX6B1,0.092,0.61400002,-0.37799999,0.70700002,0.198,-0.192,-0.13500001,0.001,1.43900001,0.127,-1.11699998,0.52999997,-0.073,1.454,0.024,0.01,0.79100001,0.69099998,0.36500001,0.067,0.29800001,-0.26800001,1.05400002,0.033,0.27399999,0.271,-0.64200002,1.66700006,0.60000002,-0.082,0.27399999
G89745_BU676471_BCL6,-0.12899999,0.33500001,-0.145,0.071,0.001,0.19499999,-0.72000003,0.027,0.84600002,0.259,-0.495,0.214,-0.65200001,0.057,0.74299997,-0.405,0.31099999,0.26499999,-0.41800001,0.16599999,0.46000001,0.035,0.55199999,0.156,0.315,-0.069,0.12,0.66900003,0.189,0.25999999,-0.226
G89746_AA902374_RNF2,0.167,-0.062,0.84500003,-0.30500001,0.86000001,-0.093,-0.197,-0.34400001,-0.99400002,0.193,-0.65700001,-0.099,-0.28200001,-0.87699997,-1.01600003,-0.90200001,-0.48199999,-1.34300005,-0.088,-0.31099999,-0.096,0.71600002,-0.72500002,-0.13699999,0.30399999,-0.405,0.76099998,-0.40400001,-0.059,-0.36399999,-0.87199998
G89747_BC016769_TXNDC,0.713,-0.156,0.037,0.31999999,0.034,0.009,-0.117,-0.23800001,0.34200001,-0.26100001,0.54699999,0.041,-0.82499999,0.164,0.91600001,-0.48699999,-0.092,-0.023,-0.461,-0.057,0.37200001,-0.011,0.249,-0.26699999,0.093,-0.127,-0.101,0.67299998,-0.257,-0.85799998,0.083
G89748_BC048321_ZBTB9,0.127,0.2,-0.38499999,0.205,-0.51099998,-0.017,0.278,0.35699999,-0.24600001,0.40400001,-0.50300002,0.098,-0.458,0.205,-0.145,-0.177,-0.40900001,0.41100001,-0.84799999,0.34599999,-0.20900001,-0.65100002,-2.64499998,-0.28,-1.329,0.032,-0.56300002,1.03900003,-0.097,-0.059,-0.018
G89749_0_0,-0.111,-0.81400001,-1.83399999,-0.736,-1.24399996,-0.167,0.35499999,-0.015,-1.57099998,-0.903,-3.99000001,-1.06200004,0.412,-1.32599998,-0.51099998,0.244,-0.81800002,0.17399999,0.13500001,-0.037,-0.331,-0.51899999,-1.27499998,-0.023,-0.90600002,-0.161,-1.07299995,-2.17499995,-0.191,1.29700005,-1.38999999
G89750_AB006622_KIAA0284,0.25600001,-0.001,0.127,-0.214,0.30599999,0.34799999,0.035,-0.13699999,0.13,-0.007,-0.067,-0.69599998,-0.123,0.29899999,0.142,-0.015,-0.49700001,-0.36300001,0.64700001,-0.34,-0.61500001,0.322,-0.062,-0.096,-0.105,-0.087,0.34799999,-0.80599999,-0.30399999,0.76599997,-0.036
G89751_NM_152295_TARS,0.078,0.91600001,0.317,0.51300001,0.64200002,-0.26199999,0.71799999,0.69499999,1.54799998,0.56699997,0.954,0.60799998,0.53299999,0.324,-0.097,0.13,0.191,0.99199998,-0.60900003,0.109,1.46200001,0.08,1.62,0.39700001,0.126,0.104,0.48899999,1.92999995,0.233,-0.12899999,0.74800003
G89752_AI342442_ALDOA,0.175,0.44499999,0.493,0.30199999,0.50400001,0.206,-0.53500003,-0.123,0.79799998,0.018,-0.38999999,0.237,-0.164,2.08999991,0.17399999,-0.37,0.43799999,-0.70599997,0.64099997,0.57800001,-0.73000002,-0.043,0.94800001,0.255,0.15700001,-0.052,0.90200001,1.28299999,0.25999999,0.19599999,0.33899999
G89753_BM550723_RAN,0.091,1.00199997,1.25600004,0.94800001,1.55200005,0.30899999,-0.54100001,0.049,2.26300001,0.77200001,1.83000004,1.80900002,0.35699999,1.028,0.57099998,-0.016,0.40000001,-0.35699999,-0.072,0.163,0.57200003,0.141,1.34899998,0.69,0.87099999,0.76099998,0.221,1.64499998,0.021,0.19400001,0.153
G89754_X98001_RABGGTB,0.212,0.131,1.49699998,-0.003,1.15199995,-0.20900001,-0.154,-0.35499999,0.84600002,0.56800002,-0.42300001,1.53499997,0.126,0.58399999,0.175,0.025,1.31099999,0.20100001,-0.252,-0.442,0.142,0.38999999,0.14,0.13,0.66299999,-0.008,1.11800003,0.153,0.73199999,0.38800001,1.13300002
G89755_BC033009_ADH1B,0.113,0.02,0.68300003,-0.167,0.30500001,0.093,0.31200001,-0.045,0.271,0.56199998,0.15800001,1.13100004,-0.419,-0.37599999,0.428,0.11,-0.052,-0.03,0.039,-0.148,-0.45199999,-0.34400001,1.67499995,0.27000001,-0.039,-0.059,0.97899997,-0.115,-0.243,0.26699999,1.17400002
G89756_NM_006796_AFG3L2,-0.086,0.047,-0.197,-0.61699998,-0.85000002,0.064,-0.17299999,-0.13,1.19000006,-0.075,1.69500005,0.57300001,0.29100001,0.27900001,0.078,-0.34599999,-0.122,0.36199999,-0.083,0.78399998,-0.28099999,-0.54100001,0.68900001,0.08,-0.477,0.292,-0.093,0.13500001,0.484,-0.213,-0.243
G89757_BU553804_B4GALT3,0.119,0.45199999,-0.20100001,0.031,-0.093,0.25299999,-0.48899999,0.27700001,1.28400004,0.155,1.07299995,0.42199999,-0.40000001,1.47800004,0.77899998,0.34999999,0.007,0.80199999,0.59399998,0.92299998,-0.29899999,-0.069,0.331,0.31999999,0.53399998,0.255,0.53500003,0.34099999,0.48199999,1.04200006,0.484
G89758_BC016392_DOCK7,-0.21799999,0.465,0.15000001,0.28799999,0.008,0.47299999,-0.001,0.132,1.01699996,0.76999998,2.61500001,1.36399996,0.042,0.063,1.31299996,0.43399999,1.01400006,0.53600001,-1.04400003,0.308,0.169,0.111,0.37799999,0.051,-0.66799998,0.079,-0.006,1.10699999,-0.75999999,-0.81599998,0.71899998
G89759_AL565383_DCOHM,1.16600001,-1.04400003,-0.65899998,-0.17,0.23,0.82499999,-1.03499997,-0.375,0.206,-0.76099998,-3.44700003,-0.37599999,-0.509,1.64100003,1.17200005,-0.20100001,0.004,-0.96799999,1.19700003,0.74699998,-1.27400005,0.61699998,0.37,-0.31999999,0.52200001,-0.026,1.44200003,-0.65899998,0.89099997,2.96300006,0.59799999
G89760_AI306532_TMEM4,0.39700001,0.76300001,0.46399999,0.23,0.308,0.008,0.021,-0.005,0.66399997,0.227,-0.289,0.16500001,-0.091,0.76300001,0.63099998,-0.22499999,0.43099999,-0.164,0.38999999,0.086,0.109,-0.122,1.01600003,-0.03,0.106,-0.025,0.53399998,0.53200001,0.74599999,0.025,0.653
G89761_CA444713_HNRPA2B1,0.17200001,0.15800001,-0.94700003,0.33399999,-0.76999998,-0.289,-0.208,0.07,0.36899999,-0.259,-1.61099994,0.47499999,-0.19499999,0.103,0.57700002,0.52700001,-0.084,0.611,-0.45699999,-0.197,0.29699999,-0.41299999,0.31900001,-0.007,-0.32499999,0.56900001,-1.14999998,0.338,0.056,0.071,0.007
G89762_AL832325_GRPEL2,-0.09,0.211,0.103,0.01,0.125,0.13600001,-0.15000001,-0.182,-0.02,0.162,0.421,0.078,-0.77700001,-0.22499999,-0.146,-0.071,-0.53600001,-0.63300002,-1.94500005,-0.71899998,-0.315,-0.35100001,0.066,0.027,-0.28299999,0.083,0.53200001,0.016,0.27000001,-0.447,0.019
G89763_BC001622_THUMPD3,0.008,-0.12,-0.55599999,-0.092,-1.01100004,-0.19599999,0.62400001,-0.065,-0.551,0.036,-0.33000001,-0.27700001,-0.252,-0.49399999,-0.162,-0.15099999,-0.149,0.257,-0.17900001,0.189,-0.25799999,-0.433,-0.39899999,-0.056,-0.64899999,-0.071,-0.27200001,-0.352,-0.62900001,0.46799999,-0.091
G89764_CR619312_ARHGDIA,-0.23100001,0.78200001,-0.30500001,-0.126,0.014,0.32800001,-0.82800001,0.361,0.71600002,0.044,0.235,-0.123,-0.23800001,1.26300001,-0.70200002,-0.099,-0.52600002,-0.368,0.036,-0.285,-0.32100001,0.133,0.35600001,0.184,0.226,0.30500001,-0.068,0.099,0.053,0.42899999,0.419
G89765_NM_003609_HIRIP3,0.465,1.06500006,1.91700006,0.74000001,2.16700006,0.059,-1.55400002,0.08,3.74699998,1.02999997,0.97500002,1.91400003,0.38100001,1.96399999,0.76899999,-0.45199999,1.61899996,-0.025,-0.29499999,1.52100003,0.58700001,0.25600001,1.83099997,-0.27399999,0.84600002,0.59899998,0.245,2.5,0.93199998,1.03600001,0.59600002
G89766_BM976847_GALNT7,0.37200001,-0.22400001,1.72399998,0.53200001,-0.65600002,0.67900002,0.197,0.29300001,2.30299997,0.491,1.83899999,1.88300002,-1.046,0.55699998,0.77600002,0.94,1.43700004,-0.20100001,-1.28999996,0.80199999,0.75700003,-0.39500001,0.83899999,0.017,1.01400006,1.10300004,0.122,1.27400005,-0.52600002,1.222,0.226
G89767_BC011669_DHCR24,0.18099999,-0.69499999,0.018,1.199,0.98299998,0.19599999,-0.005,0.36399999,-1.26400006,-0.024,-1.28799999,-0.34200001,-1.68700004,0.75199997,-1.23500001,-0.87800002,-1.03400004,-1.61500001,-2.20300007,-0.62300003,-0.79000002,-0.14,0.43799999,-0.32800001,0.31999999,0.39500001,0.465,-0.19,-1.51300001,0.25799999,-0.105
G89768_CR621627_WBSCR20C,0.252,-0.106,-0.24600001,-0.25099999,1.22800004,0.13699999,0.70899999,0.014,-0.59799999,-0.086,0.156,-0.80599999,0.71600002,0.46000001,-0.235,0.095,-0.24699999,-2.51600003,1.35000002,0.47,-0.65100002,0.02,-1.15199995,0.271,0.42500001,-0.44,0.95599997,-0.75700003,0.043,0.82200003,0.523
G89769_AI346559_TRAPPC1,0.63499999,0.028,-0.52700001,-0.40900001,0.155,0.34200001,0.07,0.102,0.259,-0.237,-0.051,-0.67799997,-0.60699999,1.46300006,0.259,-0.123,-0.213,-0.63599998,0.792,0.178,-0.85500002,0.245,0.29699999,0.05,-0.014,0.12899999,0.46200001,-0.003,0.33399999,1.02400005,0.227
G89770_BQ959268_RNH,-0.648,0.71600002,-0.96700001,-0.14300001,-0.28999999,-0.089,-0.40599999,-0.146,0.324,-0.32699999,-0.092,-0.61500001,-0.30000001,0.59899998,-0.96100003,-0.35600001,-0.72500002,-0.065,0.063,-0.64899999,-0.14399999,-0.70499998,0.56300002,-0.113,-0.27200001,0.114,-0.032,0.44400001,-0.015,-0.96499997,-0.076
G89771_0_0,0.77499998,-0.47,0.96399999,-0.167,1.14100003,0.37799999,-0.16,0.073,-0.77399999,-0.145,0.011,-0.228,-0.23800001,0.64200002,-0.88200003,-0.77399999,0.19400001,-1.22300005,0.28200001,0.052,-0.36399999,1.08700001,-0.53200001,0.084,0.528,-0.22400001,0.84200001,0.428,-0.221,0.71100003,0.458
G89772_CD249962_NSEP1,0.26199999,1.14199996,0.79900002,0.47,0.57599998,-0.207,-0.47400001,0.66000003,1.23699999,0.55900002,-0.122,1.96800005,0.368,1.06200004,0.11,0.17900001,0.73000002,0.31200001,-0.053,0.54400003,0.99800003,-0.003,0.53399998,0.51599997,0.47600001,0.31,-0.23100001,2.35500002,1.09200001,0.25799999,0.43900001
G89773_BC041323_APPBP1,0.06,0.28400001,0.73799998,0.58700001,0.142,0.359,-0.74299997,-0.113,1.88199997,0.88,-0.25999999,1.49300003,0.37799999,0.105,0.32300001,-0.25,0.373,-0.62,-0.60399997,0.368,0.58999997,0.118,0.912,0.004,-0.058,0.37200001,0.091,0.88099998,-0.078,-0.85600001,0.028
G89774_BG685332_DAPP1,0.084,-0.176,0.42199999,-0.161,0.461,-0.28299999,-0.23899999,-0.021,-0.47499999,0.114,-0.32100001,1.42900002,-0.65899998,-0.84500003,-1.31299996,-0.60600001,-1.329,0.257,-1.347,-0.53100002,-0.004,0.085,-0.68400002,0.024,-0.13,-0.21699999,0.205,-0.032,0.73000002,-0.47999999,-0.433
G89775_CA842581_NSBP1,0.45300001,-0.139,-0.185,-0.193,-0.20299999,-0.241,0.09,0.116,0.102,0.198,0.81199998,-0.30899999,-0.66799998,-0.91500002,1.39499998,-0.551,-1.22099996,-0.39199999,-0.33199999,-0.34200001,0.37900001,-0.59500003,0.92299998,0.088,-0.78799999,-0.176,0.491,0.792,-0.977,-1.13900006,0.241
G89776_BI789092_FLJ20277,-0.248,0.12,-0.94499999,0.25600001,-0.79900002,-0.15700001,0.89899999,0.93699998,-0.53600001,0.167,-0.41999999,-0.34599999,-0.073,-0.31200001,-0.105,0.018,-0.41999999,0.148,-0.074,-0.63099998,-0.074,-0.61199999,0.047,-0.154,-0.29300001,0.44100001,0.91100001,0.183,-0.146,0.071,0.59299999
G89777_BM452525_PTMA,-0.138,0.80000001,1.05299997,0.11,1.12,-0.125,-1.26999998,-0.161,0.77700001,0.40799999,-2.18899989,1.33899999,0.91100001,-0.53899997,1.12300003,0.072,0.46700001,-0.57999998,0.08,-0.31999999,0.25,-0.244,0.98100001,0.25099999,0.55500001,-0.019,1.14699996,-0.075,0.094,-0.68099999,0.082
G89778_BQ682457_DCTN3,-0.023,0.55800003,-0.41499999,0.015,0.076,-0.18000001,-1.09899998,-0.021,0.79400003,-0.032,0.26100001,0.93000001,-0.192,0.40700001,0.31900001,-0.149,0.292,0.185,0.101,0.015,0.49399999,-0.377,1.12300003,-0.085,0.029,0.13,0.58700001,0.461,0.27500001,-0.574,0.53100002
G89779_AC024887_0,-0.048,-0.36300001,0.003,-0.11,0.042,-0.44,-1.04100001,-0.40900001,0.51899999,-0.022,0.018,2.03299999,0.64099997,-0.67000002,0.30899999,-0.162,-0.38,-0.12,-0.43200001,-1.21300006,-1.10399997,-0.15099999,-0.193,0.17299999,0.061,-0.104,-0.384,-0.43700001,-0.57499999,-0.027,0.104
G89781_CR618254_STAF42,0.114,-0.131,1.02600002,0.11,0.28999999,0.50199997,-0.37599999,-0.241,0.92699999,0.214,2.33200002,1.398,0.58099997,0.014,0.75700003,-0.35299999,1.37899995,0.65600002,-0.509,0.583,-0.142,0.995,-0.23,-0.15899999,-0.74000001,0.13699999,0.073,0.73400003,-0.126,-0.43000001,1.23899996
G89782_BM555839_EIF3S2,0.147,-0.12,-1.54999995,-0.373,-1.28199995,-0.156,0.37900001,0.01,-1.10500002,-0.32800001,-3.3599999,-0.50800002,0.1,-0.963,-0.69700003,0.20299999,-0.315,0.30899999,-0.252,0.192,-0.147,-0.78600001,-0.72500002,0.28799999,-0.51899999,0.074,-1.23800004,-0.66500002,-0.121,0.50599998,-0.76999998
G89783_AK122824_EML5,0.244,0.03,0.091,-0.214,-0.52399999,0.013,-0.108,0.037,-0.16,0.249,0.84200001,0.012,-0.105,-0.152,0.52100003,0.287,-0.055,0.34599999,-0.27599999,-0.391,0.89999998,-0.456,-0.31200001,-0.073,-0.57599998,-0.021,-0.025,1.14499998,-0.414,-1.00399995,-0.244
G89784_NM_005719_ARPC3,-0.237,-0.62300003,-1.56200004,-0.86900002,-1.51800001,-0.208,0.68800002,0.066,-1.21800005,-0.86699998,-3.13400006,-0.99400002,0.361,-1.04700005,-0.40599999,0.382,-0.85299999,0.55900002,0.177,-0.098,-0.37900001,-0.51899999,-0.986,-0.097,-0.84799999,-0.154,-0.81199998,-1.86399996,-0.154,0.80800003,-1.33899999
G89785_NM_011032_0,-0.142,0.33899999,-0.94,0.271,-0.72100002,0.21600001,0.35100001,0.73400003,0.2,-0.17,-0.53399998,-0.53899997,-0.52399999,0.58200002,-0.46900001,0.14,-0.177,0.83700001,-0.514,-0.509,0.611,-0.68800002,0.824,0.107,0.64700001,0.35800001,-0.87699997,-0.108,-0.317,0.42899999,-0.67699999
G89786_BC007388_POU2F1,-0.083,-0.235,-1.44200003,-0.34200001,-0.46000001,0.058,0.177,0.19,0.065,-0.15700001,-0.39399999,0.032,0.41999999,0.074,-0.31,0.092,-0.565,0.48800001,1.99399996,0.31999999,-0.31400001,-0.30500001,-1.39900005,0.018,-0.59600002,-0.016,-0.115,-1.15900004,-0.197,0.58600003,-0.018
G89787_NM_001935_DPP4,1.19500005,-1.82799995,1.09200001,0.45100001,0.41600001,-0.046,0.78500003,0.14,-0.801,-1.18900001,-0.49399999,-0.069,-4.26800013,-0.101,0.59200001,-0.315,-1.12199998,-1.49000001,-0.96799999,0.222,-1.84500003,-0.58600003,-0.33899999,-0.124,0.54400003,-0.26499999,0.70599997,-1.36199999,-2.64899993,1.21099997,-0.24600001
G89788_BI792350_SCG2,0.579,-0.78899997,1.52400005,-0.26899999,1.56099999,0.087,0.41999999,-0.308,-1.37699997,-0.40700001,-0.419,-0.215,-0.90200001,0.234,-0.93000001,-0.79100001,0.153,-2.1730001,0.38499999,-0.101,-0.87699997,1.26699996,-0.505,0.089,0.58999997,-0.40599999,1.06299996,-0.001,-0.92299998,0.69199997,0.171
G89789_CR613279_AZI2,0.004,-0.207,0.95099998,-0.149,1.49300003,0.21600001,0.667,-0.27500001,-0.63599998,0.24699999,-0.55900002,0.23100001,-0.63700002,0.208,-0.301,-0.44499999,0.17200001,-1.23699999,-0.197,-0.031,0.13699999,0.333,-0.73500001,-0.048,0.20299999,-0.205,0.95300001,1.24199998,-0.36899999,-0.76599997,0.76800001
G89790_BC040667_TK2,-0.46399999,0.51599997,-1.30900002,-0.24600001,-0.50599998,-0.197,-0.50599998,-0.054,0.88599998,0.079,-0.27200001,0.60699999,0.30899999,0.35600001,0.505,-0.33000001,-0.62400001,0.021,-0.56099999,0.038,0.69199997,-0.39199999,-0.081,-0.175,0.092,0.061,-0.32499999,-0.021,0.058,-0.61299998,-0.32499999
G89791_BC045829_KIAA1212,-0.759,-0.66900003,0.66100001,-1.21899998,0.077,-0.075,0.35800001,0.044,-0.95999998,-0.121,-0.74000001,-0.052,0.60500002,0.081,0.58899999,-0.234,-0.903,-0.36199999,-0.34900001,-0.199,1.10800004,1.33299994,-1.01600003,-0.50099999,-0.73500001,-0.449,-0.23,0.59899998,0.61799997,-1.34399998,-1.13499999
G89792_CX870963_LAPTM4B,-1.75100005,0.28099999,-1.37399995,-0.46200001,-0.47499999,-1.38699996,-1.44599998,-0.92900002,-0.73500001,-0.095,-1.98199999,-0.53500003,0.87599999,-1.68200004,-1.38600004,-0.447,-1.20500004,-0.708,-1.48800004,0.27200001,-0.58999997,0.54500002,-0.47299999,-1.57299995,-1.22800004,-0.155,-1.16499996,-1.26300001,1.329,-1.63300002,-0.86799997
G89793_CX872845_MGC4251,0.043,-0.31299999,-0.51999998,0.004,0.79400003,-0.48699999,0.212,0.079,-0.778,-0.17399999,-0.248,0.25400001,-0.162,0.101,0.324,-0.52399999,0.086,-0.84899998,-0.098,-0.043,-0.071,-0.671,-0.44100001,-0.051,0.05,-0.177,0.56400001,-0.421,-0.228,-0.31299999,-0.63999999
G89794_0_0,-0.79900002,-0.104,-0.60699999,-0.56999999,-0.118,0.07,0.296,0.39199999,0.30700001,-0.389,0.52200001,0.435,-1.55999994,0.034,-0.101,-0.75800002,-0.013,0.149,-0.639,-0.20999999,0.403,0.403,-0.57499999,-0.192,-0.63300002,0.06,-0.551,0.63200003,-0.51599997,-1.08299994,0.50800002
G89795_0_0,0.49399999,-0.54900002,0.58899999,-0.226,1.05400002,0.118,0.84200001,-0.115,-1.50600004,0.079,-1.04700005,-0.83399999,0.338,-0.65499997,-0.78399998,-0.027,-0.338,-1.62899995,0.73699999,0.32499999,-1.11600006,0.198,-1.528,0.31,0.37099999,-0.34299999,1.28400004,-0.15899999,0,1.13399994,-0.84600002
G89796_BC008208_DDX42,0.044,-0.237,0.2,0.014,-0.57300001,-0.08,-0.145,-0.043,0.36399999,0.206,0.115,0.26100001,0.16599999,-0.48300001,0.046,0.124,0.25400001,0.14399999,-0.052,-0.44299999,1.31200004,-0.191,-0.169,0.23199999,-0.433,0.285,-0.067,-0.639,-0.213,-0.38699999,-0.017
G89797_BC008288_UBXD1,-0.60399997,0.55900002,-0.54000002,-0.038,-0.71700001,-0.19599999,-0.53299999,0.073,0.43200001,-0.072,1.06299996,-0.414,-0.25299999,1.23300004,-0.49900001,-0.31,-0.66399997,0.30700001,0.13500001,-0.44800001,-0.49000001,-0.84100002,0.205,0.126,-0.35100001,-0.067,0.40900001,0.219,0.30399999,0.107,-0.28799999
G89798_AF052115_ADAM23,-0.185,-0.085,0.27700001,-0.11,0.197,-0.26199999,0.064,0.39500001,0.67699999,0.149,0.20100001,0.30899999,-0.47999999,0.38999999,0.493,-0.26100001,0.099,0.50400001,-0.056,0.727,0.009,0.95999998,0.25600001,-0.013,-0.303,0.043,0.71200001,0.57700002,-0.037,-0.82200003,-0.091
G89799_AK093893_MAP3K2,-0.89600003,-0.391,-0.039,-0.73199999,-0.82999998,-0.233,1.10699999,0.91799998,-0.42199999,-0.12800001,0.66799998,-0.55199999,0.373,-1.52600002,-0.205,-0.117,-0.685,-0.676,-0.294,-0.47,-0.104,0.15899999,-1.09399998,-0.47,-1.347,-0.124,-0.248,-0.66299999,0.109,-1.21200001,0.061
G89801_AK127194_0,-0.088,-0.96100003,-1.96800005,-0.84600002,-1.38499999,-0.219,0.51499999,-0.001,-1.45799994,-1.37100005,-3.86199999,-1.07700002,-0.012,-1.39199996,-1.16600001,-0.102,-1.26400006,0.31299999,0.109,0.003,-0.373,-0.62699997,-1.37600005,-0.09,-1.40799999,0.005,-1.75100005,-2.5480001,-0.44400001,0.528,-0.98299998
G89802_AW270829_RAD51C,-0.148,0.296,0.773,0.044,0.176,-0.113,0.30700001,0.229,0.616,-0.75300002,1.78999996,-0.44600001,-0.82499999,0.093,1.14499998,-0.076,0.064,0.36500001,0.006,0.053,0.292,-0.103,0.50999999,0.19599999,-0.204,0.255,-0.51099998,0.233,-0.278,-0.141,0.44100001
G89803_AK023411_FIGNL1,0.44999999,-0.40599999,0.93900001,0.009,1.04799998,0.152,0.74599999,-0.118,-0.82800001,0.44,-0.094,0.57999998,0.95099998,-0.081,0.88700002,-0.072,1.00199997,-1.26499999,0.147,0.37599999,-0.30399999,0.31,-0.71799999,-0.007,-0.036,-0.264,1.02499998,0.32100001,-0.65100002,-0.421,0.435
G89804_0_0,0.223,-0.301,-0.259,-0.43399999,-0.463,0.094,0.36199999,-0.05,-0.414,0.20200001,-1.15699995,-0.023,0.31200001,-0.38299999,0.59899998,0.19,0.17299999,-0.078,0.001,0.338,-0.108,0.54299998,0.27399999,0.22400001,-0.32300001,0.271,-1.16700006,-0.58700001,0.20900001,0.072,-0.18799999
G89805_BU075627_COMMD6,-0.26199999,0.345,-1.39699996,-0.31799999,-0.55400002,-0.17,-0.331,-0.134,-0.308,-0.17299999,0.39300001,-0.55900002,-0.84200001,-0.68400002,-1.70500004,0.34099999,-0.049,-0.257,-0.045,-0.48699999,-0.109,-0.278,-1.01400006,0.048,-0.62900001,-0.266,0.26699999,1.347,0.57200003,-0.26899999,-0.68199998
G89806_CX870303_PMF1,-0.051,0.38999999,-0.20900001,-0.138,0.495,0.087,-0.71799999,-0.345,0.19499999,-0.25999999,-0.146,0.053,-0.15899999,0.65799999,0.22,0.156,-0.34599999,-0.204,0.087,0.63800001,-0.011,-0.168,0.62599999,0.101,-0.021,-0.062,0.37400001,0.15000001,0.023,-0.022,-0.12
